position,LM
minutes,-0.7795
passes_completed,-0.3809
passes,-0.2561
dribbles_completed,-0.6683
dribbles,-0.0329
passes_completed_short,-0.4193
passes_short,-0.3632
passes_completed_medium,-0.1716
passes_medium,-0.0505
passes_completed_long,-0.6905
passes_long,-0.2471
passes_total_distance,-0.4026
passes_free_kicks,0.8205
through_balls,-0.632
passes_pressure,-0.1713
passes_switches,-0.0006
crosses,0.5814
corner_kicks,0.6786
passes_intercepted,0.5827
passes_blocked,-1.1048
dispossessed,1.2359
goals,0.7676
assists,1.3154
pens_made,-0.2418
pens_att,-0.271
shots_total,2.2371
shots_on_target,2.1606
sca,0.4324
gca,1.3053
xg,0.6049
crosses_into_penalty_area,0.07
passes_into_final_third,-0.988
passes_into_penalty_area,0.3203
progressive_passes,-0.0563
carry_progressive_distance,-0.2107
assisted_shots,0.4735
fouled,1.1481
pens_won,-0.2935
tackles,-0.4284
interceptions,-0.5487
blocks,2.1492
tackles_won,-0.4705
dribble_tackles,-0.0592
dribbles_vs,-0.1362
pressures,0.365
pressure_regains,0.8641
clearances,-0.5451
errors,-0.3758
aerials_won,-0.613
aerials_lost,0.8356
ball_recoveries,1.1185
pens_conceded,-0.3182
fouls,0.0631
cards_yellow_red,-0.1906
