position,GK
passes_completed,-1.0524
passes,-1.0459
dribbles_completed,-1.0231
dribbles,-1.0582
passes_completed_short,-1.6791
passes_short,-1.8656
passes_completed_medium,-0.777
passes_medium,-1.0806
passes_completed_long,0.7539
passes_long,1.4345
passes_total_distance,-0.2143
passes_free_kicks,1.3076
through_balls,-0.7252
passes_pressure,-2.0338
passes_switches,-0.734
crosses,-1.0101
corner_kicks,-0.4808
passes_intercepted,-1.6444
passes_blocked,-1.6457
dispossessed,-1.2409
goals,-0.7415
assists,-0.8729
pens_made,-0.2739
pens_att,-0.3089
shots_total,-1.1941
shots_on_target,-0.9871
sca,-1.4081
gca,-1.0626
xg,-0.8489
crosses_into_penalty_area,-0.8365
passes_into_final_third,-1.3578
passes_into_penalty_area,-1.219
progressive_passes,-1.7784
carry_progressive_distance,-1.1351
assisted_shots,-1.2378
fouled,-1.2208
pens_won,-0.3695
tackles,-1.803
interceptions,-1.5672
blocks,-2.125
tackles_won,-1.75
dribble_tackles,-1.4707
dribbles_vs,-1.7999
pressures,-2.1263
pressure_regains,-2.2581
clearances,-1.0217
errors,0.4067
aerials_won,-1.1217
aerials_lost,-1.2317
ball_recoveries,-1.1461
pens_conceded,-0.4415
fouls,-1.8668
cards_yellow_red,-0.2618
