position,CB
minutes,8573.0
passes_completed,0.4174
passes,0.3083
dribbles_completed,-1.0341
dribbles,-1.1035
passes_completed_short,-0.7225
passes_short,-0.8938
passes_completed_medium,0.8509
passes_medium,0.7047
passes_completed_long,1.4655
passes_long,1.4553
passes_total_distance,0.9679
passes_free_kicks,0.6502
through_balls,-0.3346
passes_pressure,-0.8843
passes_switches,1.2928
crosses,-1.0147
corner_kicks,-0.5567
passes_intercepted,-1.0457
passes_blocked,-1.3136
dispossessed,-1.2486
goals,-0.4232
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.4267
shots_on_target,-0.7201
sca,-1.1761
gca,-0.8235
xg,-0.514
crosses_into_penalty_area,-0.7022
passes_into_final_third,0.0143
passes_into_penalty_area,-1.0289
progressive_passes,-0.5244
carry_progressive_distance,-0.767
assisted_shots,-1.064
fouled,-0.8856
pens_won,-0.2937
tackles,0.1433
interceptions,-0.2326
blocks,0.504
tackles_won,0.2565
dribble_tackles,-0.02
dribbles_vs,-0.837
pressures,-1.5887
pressure_regains,-1.0891
clearances,2.4931
errors,0.5048
aerials_won,0.712
aerials_lost,-0.1825
ball_recoveries,0.7858
pens_conceded,0.2577
fouls,0.1315
cards_yellow_red,0.2529
