position,RM
passes_completed,0.2234
passes,-0.0064
dribbles_completed,1.1982
dribbles,1.3991
passes_completed_short,1.0862
passes_short,1.0548
passes_completed_medium,-0.0934
passes_medium,-0.2413
passes_completed_long,-0.8255
passes_long,-1.0843
passes_total_distance,-0.1671
passes_free_kicks,-0.1509
through_balls,-0.632
passes_pressure,0.2849
passes_switches,-0.3403
crosses,0.4876
corner_kicks,-0.323
passes_intercepted,1.026
passes_blocked,-0.4282
dispossessed,-0.3008
goals,0.6861
assists,-0.7711
pens_made,-0.2418
pens_att,-0.271
shots_total,1.0028
shots_on_target,0.1774
sca,0.9155
gca,0.0844
xg,-0.1838
crosses_into_penalty_area,0.0197
passes_into_final_third,-0.4197
passes_into_penalty_area,-0.1533
progressive_passes,-0.6387
carry_progressive_distance,0.573
assisted_shots,1.7846
fouled,1.6593
pens_won,-0.2935
tackles,-1.0949
interceptions,-0.6082
blocks,-0.4168
tackles_won,-1.4054
dribble_tackles,-1.4373
dribbles_vs,-1.6825
pressures,0.2338
pressure_regains,0.013
clearances,-0.5707
errors,-0.3758
aerials_won,-0.6416
aerials_lost,-0.8161
ball_recoveries,-0.1788
pens_conceded,-0.3182
fouls,0.3463
cards_yellow_red,-0.1906
