position,WB
minutes,-0.769
passes_completed,-0.0143
passes,0.6976
dribbles_completed,2.0385
dribbles,2.7649
passes_completed_short,0.3427
passes_short,0.6752
passes_completed_medium,-0.2906
passes_medium,0.327
passes_completed_long,-0.0137
passes_long,0.1829
passes_total_distance,-0.0429
passes_free_kicks,-0.1437
through_balls,-0.632
passes_pressure,0.6238
passes_switches,0.4654
crosses,3.5695
corner_kicks,-0.5565
passes_intercepted,1.6312
passes_blocked,3.9278
dispossessed,0.5504
goals,-0.7238
assists,1.2177
pens_made,-0.2418
pens_att,-0.271
shots_total,0.4982
shots_on_target,1.4033
sca,0.9369
gca,0.0935
xg,-0.3562
crosses_into_penalty_area,1.7814
passes_into_final_third,-0.1057
passes_into_penalty_area,1.4078
progressive_passes,0.4858
carry_progressive_distance,3.2513
assisted_shots,0.7422
fouled,0.0108
pens_won,-0.2935
tackles,0.3802
interceptions,1.4748
blocks,-0.7907
tackles_won,0.7667
dribble_tackles,-0.1237
dribbles_vs,1.819
pressures,0.6423
pressure_regains,1.502
clearances,-1.0151
errors,-0.3758
aerials_won,-0.8871
aerials_lost,-0.8119
ball_recoveries,0.0247
pens_conceded,-0.3182
fouls,0.7677
cards_yellow_red,-0.1906
