position,AM
passes_completed,-1.2913
passes,-1.3095
dribbles_completed,1.1145
dribbles,0.825
passes_completed_short,-0.6409
passes_short,-0.613
passes_completed_medium,-1.3449
passes_medium,-1.4008
passes_completed_long,-1.4503
passes_long,-1.412
passes_total_distance,-1.4383
passes_free_kicks,-0.7413
through_balls,-0.632
passes_pressure,-0.1292
passes_switches,-1.1397
crosses,-0.7436
corner_kicks,0.12
passes_intercepted,0.9271
passes_blocked,0.9094
dispossessed,1.0052
goals,0.6378
assists,-0.7711
pens_made,-0.2418
pens_att,-0.271
shots_total,0.9226
shots_on_target,0.136
sca,0.4413
gca,-1.0099
xg,1.4987
crosses_into_penalty_area,-0.8504
passes_into_final_third,-0.8979
passes_into_penalty_area,-0.1929
progressive_passes,-0.5351
carry_progressive_distance,-0.0804
assisted_shots,-0.0304
fouled,0.5821
pens_won,-0.2935
tackles,0.5622
interceptions,-1.1402
blocks,-0.8565
tackles_won,1.0722
dribble_tackles,1.079
dribbles_vs,1.3797
pressures,2.0062
pressure_regains,0.6928
clearances,-0.1568
errors,-0.3758
aerials_won,-0.6586
aerials_lost,0.1536
ball_recoveries,-0.5335
pens_conceded,-0.3182
fouls,0.2643
cards_yellow_red,-0.1906
