position,GK
minutes,2.8158
passes_completed,1.6522
passes,1.5276
dribbles_completed,-0.6354
dribbles,-0.6502
passes_completed_short,0.2276
passes_short,0.0935
passes_completed_medium,1.9505
passes_medium,1.6437
passes_completed_long,3.628
passes_long,3.1989
passes_total_distance,2.4427
passes_free_kicks,1.2469
through_balls,0.1405
passes_pressure,0.83
passes_switches,0.8613
crosses,-0.6066
corner_kicks,-0.3242
passes_intercepted,0.3384
passes_blocked,-0.6973
dispossessed,-0.7273
goals,-0.4721
assists,-0.1163
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.6611
shots_on_target,-0.5775
sca,-0.5925
gca,-0.3146
xg,-0.5088
crosses_into_penalty_area,-0.5536
passes_into_final_third,-0.6046
passes_into_penalty_area,-0.5898
progressive_passes,-0.772
carry_progressive_distance,0.6477
assisted_shots,-0.5921
fouled,-0.6691
pens_won,-0.3681
tackles,-0.8323
interceptions,-0.8029
blocks,-0.8715
tackles_won,-0.8371
dribble_tackles,-0.7477
dribbles_vs,-0.6962
pressures,-0.8937
pressure_regains,-0.8931
clearances,-0.5694
errors,2.5999
aerials_won,-0.6772
aerials_lost,-0.761
ball_recoveries,0.8596
pens_conceded,-0.4889
fouls,-0.9183
cards_yellow_red,-0.3235
