position,RM
minutes,326.0
passes_completed,1.0267
passes,0.9361
dribbles_completed,-0.3295
dribbles,0.4158
passes_completed_short,1.4754
passes_short,1.3399
passes_completed_medium,0.6069
passes_medium,0.6224
passes_completed_long,-0.2408
passes_long,-0.151
passes_total_distance,0.5263
passes_free_kicks,-0.0448
through_balls,-0.6322
passes_pressure,1.1602
passes_switches,-0.8033
crosses,0.6857
corner_kicks,0.2295
passes_intercepted,-0.5635
passes_blocked,0.1497
dispossessed,-0.7901
goals,-0.724
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,-0.1696
shots_on_target,-0.3522
sca,-1.4546
gca,-1.0103
xg,-0.6928
crosses_into_penalty_area,0.1258
passes_into_final_third,-0.1036
passes_into_penalty_area,-0.0127
progressive_passes,-0.112
carry_progressive_distance,0.2808
assisted_shots,-1.3957
fouled,-0.5465
pens_won,-0.2937
tackles,-0.9889
interceptions,-0.483
blocks,1.555
tackles_won,-1.3536
dribble_tackles,0.0243
dribbles_vs,0.2996
pressures,-0.2013
pressure_regains,-0.1763
clearances,-0.8493
errors,-0.376
aerials_won,-0.8594
aerials_lost,-1.041
ball_recoveries,0.6624
pens_conceded,-0.3183
fouls,-0.7035
cards_yellow_red,-0.1907
