position,CB
minutes,2.4718
passes_completed,0.7973
passes,0.6436
dribbles_completed,-1.2242
dribbles,-1.2557
passes_completed_short,-0.8063
passes_short,-1.0033
passes_completed_medium,1.6396
passes_medium,1.4609
passes_completed_long,1.499
passes_long,1.4867
passes_total_distance,1.3396
passes_free_kicks,0.4708
through_balls,-0.5185
passes_pressure,-0.5379
passes_switches,0.3036
crosses,-1.1223
corner_kicks,-0.5565
passes_intercepted,-0.8436
passes_blocked,-1.3269
dispossessed,-1.36
goals,-0.632
assists,-0.7711
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.7096
shots_on_target,-0.6753
sca,-1.3401
gca,-0.9387
xg,-0.4536
crosses_into_penalty_area,-0.7938
passes_into_final_third,-0.0066
passes_into_penalty_area,-1.057
progressive_passes,-0.4978
carry_progressive_distance,-0.1754
assisted_shots,-1.1881
fouled,-1.319
pens_won,-0.2935
tackles,0.1921
interceptions,0.0706
blocks,0.5443
tackles_won,0.1803
dribble_tackles,0.6827
dribbles_vs,-0.5034
pressures,-1.433
pressure_regains,-0.9384
clearances,1.916
errors,-0.04
aerials_won,0.8133
aerials_lost,-0.196
ball_recoveries,0.5658
pens_conceded,0.9995
fouls,-0.2288
cards_yellow_red,0.486
