position,LW
minutes,2799.0
passes_completed,0.5885
passes,1.0541
dribbles_completed,1.0613
dribbles,1.0196
passes_completed_short,0.4694
passes_short,0.5733
passes_completed_medium,0.2391
passes_medium,0.4101
passes_completed_long,1.2846
passes_long,2.1129
passes_total_distance,0.7769
passes_free_kicks,2.4685
through_balls,3.0139
passes_pressure,0.5061
passes_switches,2.5317
crosses,2.0731
corner_kicks,4.6627
passes_intercepted,1.7603
passes_blocked,1.0918
dispossessed,0.6957
goals,1.1189
assists,1.0335
pens_made,2.8169
pens_att,2.9246
shots_total,1.3809
shots_on_target,1.178
sca,3.9801
gca,1.7077
xg,1.2343
crosses_into_penalty_area,1.424
passes_into_final_third,1.0145
passes_into_penalty_area,2.2122
progressive_passes,1.7133
carry_progressive_distance,1.5937
assisted_shots,4.9314
fouled,0.5505
pens_won,0.4688
tackles,-1.0177
interceptions,-0.7635
blocks,-1.3909
tackles_won,-1.0492
dribble_tackles,-0.8418
dribbles_vs,-0.4982
pressures,-0.6941
pressure_regains,-0.5728
clearances,-0.7057
errors,-0.376
aerials_won,-0.8136
aerials_lost,-0.8601
ball_recoveries,-0.8142
pens_conceded,0.5638
fouls,-1.1596
cards_yellow_red,1.1681
