position,CM
minutes,0.0474
passes_completed,2.3298
passes,2.4532
dribbles_completed,-0.2425
dribbles,-0.3635
passes_completed_short,2.6897
passes_short,2.6863
passes_completed_medium,1.8232
passes_medium,2.0135
passes_completed_long,0.9675
passes_long,0.9449
passes_total_distance,1.8814
passes_free_kicks,2.3767
through_balls,2.014
passes_pressure,1.4838
passes_switches,-0.0231
crosses,-0.2997
corner_kicks,-0.3033
passes_intercepted,0.8935
passes_blocked,0.2375
dispossessed,0.0343
goals,-0.7238
assists,-0.7711
pens_made,-0.2418
pens_att,-0.271
shots_total,-0.6593
shots_on_target,-0.6363
sca,1.0039
gca,-0.0608
xg,-0.6225
crosses_into_penalty_area,-0.2845
passes_into_final_third,2.4606
passes_into_penalty_area,0.7779
progressive_passes,2.1472
carry_progressive_distance,0.8803
assisted_shots,1.0562
fouled,1.1461
pens_won,-0.2935
tackles,1.8826
interceptions,-0.0755
blocks,0.1651
tackles_won,1.6153
dribble_tackles,1.9525
dribbles_vs,1.5399
pressures,-0.124
pressure_regains,0.8175
clearances,0.0769
errors,-0.3758
aerials_won,-0.3852
aerials_lost,-0.6623
ball_recoveries,1.8025
pens_conceded,-0.3182
fouls,0.2882
cards_yellow_red,-0.1906
