position,LW
passes_completed,-0.1458
passes,-0.1984
dribbles_completed,2.0843
dribbles,2.0037
passes_completed_short,0.2951
passes_short,0.59
passes_completed_medium,-0.2027
passes_medium,-0.2794
passes_completed_long,-0.7007
passes_long,-1.0164
passes_total_distance,-0.318
passes_free_kicks,-0.7843
through_balls,-0.632
passes_pressure,0.7179
passes_switches,-0.64
crosses,-0.4717
corner_kicks,-0.461
passes_intercepted,-0.678
passes_blocked,0.9253
dispossessed,1.4317
goals,-0.1472
assists,-0.7711
pens_made,-0.2418
pens_att,-0.271
shots_total,0.152
shots_on_target,0.4509
sca,1.0142
gca,0.7802
xg,-0.0957
crosses_into_penalty_area,-0.8504
passes_into_final_third,-0.4544
passes_into_penalty_area,0.7377
progressive_passes,0.7148
carry_progressive_distance,1.1553
assisted_shots,0.9165
fouled,2.0055
pens_won,2.0919
tackles,-0.7777
interceptions,-0.1645
blocks,-0.6108
tackles_won,-1.1319
dribble_tackles,-0.6381
dribbles_vs,-0.1977
pressures,-0.2338
pressure_regains,0.144
clearances,-0.7123
errors,-0.3758
aerials_won,-0.6305
aerials_lost,-0.2821
ball_recoveries,-0.4647
pens_conceded,-0.3182
fouls,1.0514
cards_yellow_red,-0.1906
