position,FW
passes_completed,-1.3348
passes,-1.4088
dribbles_completed,-0.2665
dribbles,-0.0614
passes_completed_short,-0.8429
passes_short,-0.6768
passes_completed_medium,-1.3362
passes_medium,-1.2808
passes_completed_long,-1.2305
passes_long,-1.2498
passes_total_distance,-1.4857
passes_free_kicks,-1.0629
through_balls,0.4889
passes_pressure,-0.7449
passes_switches,-0.9662
crosses,-0.6276
corner_kicks,-0.4808
passes_intercepted,-0.4362
passes_blocked,-0.3697
dispossessed,0.048
goals,2.5167
assists,0.038
pens_made,2.7444
pens_att,2.9731
shots_total,1.0318
shots_on_target,1.0813
sca,0.4218
gca,0.6013
xg,2.1815
crosses_into_penalty_area,-0.6685
passes_into_final_third,-1.0283
passes_into_penalty_area,-0.3373
progressive_passes,-1.012
carry_progressive_distance,-1.4928
assisted_shots,0.6542
fouled,-0.5569
pens_won,1.3903
tackles,-0.637
interceptions,-0.6493
blocks,-0.3629
tackles_won,-0.6178
dribble_tackles,-0.8165
dribbles_vs,-0.6971
pressures,1.4339
pressure_regains,0.8566
clearances,-0.1379
errors,-0.5457
aerials_won,1.7692
aerials_lost,3.453
ball_recoveries,-1.2076
pens_conceded,-0.4415
fouls,-0.8528
cards_yellow_red,0.5029
