position,RB
passes_completed,1.4991
passes,1.652
dribbles_completed,1.9487
dribbles,1.8162
passes_completed_short,2.4701
passes_short,2.3697
passes_completed_medium,0.8471
passes_medium,1.0148
passes_completed_long,-0.6189
passes_long,-0.4857
passes_total_distance,0.6731
passes_free_kicks,-0.7111
through_balls,-0.7252
passes_pressure,2.1407
passes_switches,-0.2398
crosses,1.9017
corner_kicks,-0.4808
passes_intercepted,3.0795
passes_blocked,2.7419
dispossessed,0.709
goals,-0.7415
assists,3.0197
pens_made,-0.2739
pens_att,-0.3089
shots_total,-0.8393
shots_on_target,-0.5298
sca,0.6975
gca,0.8768
xg,-0.7206
crosses_into_penalty_area,2.0359
passes_into_final_third,0.2985
passes_into_penalty_area,0.9197
progressive_passes,-0.0695
carry_progressive_distance,1.6611
assisted_shots,0.9251
fouled,-1.0857
pens_won,-0.3695
tackles,0.7882
interceptions,-0.4939
blocks,-0.0712
tackles_won,1.0297
dribble_tackles,0.0096
dribbles_vs,0.22
pressures,0.507
pressure_regains,0.1568
clearances,0.17
errors,-0.5457
aerials_won,-0.6562
aerials_lost,-0.2729
ball_recoveries,-0.5222
pens_conceded,4.8796
fouls,0.9934
cards_yellow_red,-0.2618
