position,RW
passes_completed,-0.7698
passes,-0.4405
dribbles_completed,1.185
dribbles,1.6955
passes_completed_short,-0.5046
passes_short,-0.3482
passes_completed_medium,-0.7619
passes_medium,-0.5463
passes_completed_long,-0.5242
passes_long,-0.0776
passes_total_distance,-0.788
passes_free_kicks,0.087
through_balls,-0.2013
passes_pressure,0.2321
passes_switches,1.0068
crosses,1.8368
corner_kicks,2.5339
passes_intercepted,0.4885
passes_blocked,1.38
dispossessed,0.9258
goals,1.133
assists,1.2886
pens_made,-0.2739
pens_att,-0.3089
shots_total,1.8193
shots_on_target,1.598
sca,1.2615
gca,1.1891
xg,0.9377
crosses_into_penalty_area,1.0485
passes_into_final_third,-0.6762
passes_into_penalty_area,0.8785
progressive_passes,0.292
carry_progressive_distance,0.672
assisted_shots,0.9463
fouled,1.8637
pens_won,1.9085
tackles,-0.2333
interceptions,-0.7043
blocks,-0.1551
tackles_won,-0.1286
dribble_tackles,-0.026
dribbles_vs,0.4025
pressures,0.4229
pressure_regains,0.278
clearances,-0.4814
errors,-0.5457
aerials_won,0.1471
aerials_lost,0.2414
ball_recoveries,-0.4485
pens_conceded,0.0957
fouls,0.1546
cards_yellow_red,-0.2618
