position,RB
passes_completed,0.412
passes,0.7265
dribbles_completed,-0.5268
dribbles,-0.4399
passes_completed_short,0.4299
passes_short,0.4118
passes_completed_medium,0.3286
passes_medium,0.6515
passes_completed_long,0.1836
passes_long,0.4033
passes_total_distance,0.3236
passes_free_kicks,-0.5778
through_balls,-0.5504
passes_pressure,0.983
passes_switches,-0.3316
crosses,0.5074
corner_kicks,-0.4808
passes_intercepted,0.8546
passes_blocked,1.1172
dispossessed,-0.4992
goals,-0.507
assists,0.1104
pens_made,-0.2739
pens_att,-0.3089
shots_total,-0.8909
shots_on_target,-0.7099
sca,-0.5284
gca,-0.1808
xg,-0.6675
crosses_into_penalty_area,0.8323
passes_into_final_third,0.6976
passes_into_penalty_area,0.6332
progressive_passes,1.1677
carry_progressive_distance,-0.6295
assisted_shots,-0.4758
fouled,-1.2257
pens_won,0.2004
tackles,0.6541
interceptions,0.6231
blocks,1.0137
tackles_won,0.2472
dribble_tackles,0.2244
dribbles_vs,0.0369
pressures,-0.2152
pressure_regains,-0.1122
clearances,0.5656
errors,-0.1266
aerials_won,0.1641
aerials_lost,-0.3443
ball_recoveries,0.6175
pens_conceded,0.6338
fouls,-0.4218
cards_yellow_red,-0.2618
