position,LM
minutes,336.0
passes_completed,-0.6214
passes,-0.5919
dribbles_completed,-0.0614
dribbles,0.5471
passes_completed_short,-0.8233
passes_short,-0.6932
passes_completed_medium,-0.273
passes_medium,-0.1343
passes_completed_long,-0.3761
passes_long,-0.4055
passes_total_distance,-0.4997
passes_free_kicks,-0.706
through_balls,-0.6322
passes_pressure,-0.1982
passes_switches,0.3267
crosses,1.2943
corner_kicks,-0.5567
passes_intercepted,-0.602
passes_blocked,0.0897
dispossessed,1.9197
goals,-0.724
assists,-0.7714
pens_made,-0.2419
pens_att,-0.2711
shots_total,0.0786
shots_on_target,-1.029
sca,0.2766
gca,0.1814
xg,-0.3138
crosses_into_penalty_area,1.9916
passes_into_final_third,0.6721
passes_into_penalty_area,1.2056
progressive_passes,0.0018
carry_progressive_distance,1.3486
assisted_shots,0.1432
fouled,1.2303
pens_won,-0.2937
tackles,-1.0181
interceptions,-1.0775
blocks,-1.0881
tackles_won,-1.8364
dribble_tackles,-0.7285
dribbles_vs,-0.3979
pressures,2.3899
pressure_regains,1.5012
clearances,-0.5316
errors,-0.376
aerials_won,-0.8676
aerials_lost,-0.2146
ball_recoveries,-0.1282
pens_conceded,-0.3183
fouls,0.1243
cards_yellow_red,-0.1907
