position,RM
minutes,-0.8054
passes_completed,-0.731
passes,-0.7727
dribbles_completed,-0.3081
dribbles,-0.2695
passes_completed_short,-0.6328
passes_short,-0.6516
passes_completed_medium,-0.7283
passes_medium,-0.7562
passes_completed_long,-0.6974
passes_long,-0.7105
passes_total_distance,-0.7461
passes_free_kicks,-0.6158
through_balls,-0.2865
passes_pressure,-0.7568
passes_switches,-0.6894
crosses,-0.4973
corner_kicks,-0.3242
passes_intercepted,-0.6148
passes_blocked,-0.6225
dispossessed,-0.1985
goals,-0.3403
assists,-0.5781
pens_made,-0.2258
pens_att,-0.2444
shots_total,-0.4259
shots_on_target,-0.4229
sca,-0.5375
gca,-0.525
xg,-0.3207
crosses_into_penalty_area,-0.5536
passes_into_final_third,-0.6232
passes_into_penalty_area,-0.4983
progressive_passes,-0.6162
carry_progressive_distance,-0.5911
assisted_shots,-0.5921
fouled,-0.1866
pens_won,-0.3681
tackles,-0.6064
interceptions,-0.5892
blocks,-0.6162
tackles_won,-0.7194
dribble_tackles,-0.4804
dribbles_vs,-0.5818
pressures,-0.6971
pressure_regains,-0.7034
clearances,-0.6104
errors,-0.5331
aerials_won,-0.5847
aerials_lost,-0.6779
ball_recoveries,-0.773
pens_conceded,-0.4889
fouls,-0.6496
cards_yellow_red,-0.3235
