position,AM
passes_completed,-0.0104
passes,0.2093
dribbles_completed,1.5738
dribbles,1.3399
passes_completed_short,0.6571
passes_short,0.7856
passes_completed_medium,-0.5035
passes_medium,-0.433
passes_completed_long,-0.3417
passes_long,0.0895
passes_total_distance,-0.3298
passes_free_kicks,0.792
through_balls,1.3326
passes_pressure,0.9313
passes_switches,0.88
crosses,0.5398
corner_kicks,2.6971
passes_intercepted,0.7589
passes_blocked,0.101
dispossessed,1.8785
goals,0.8693
assists,1.8289
pens_made,1.3706
pens_att,1.0818
shots_total,0.9141
shots_on_target,1.1891
sca,1.7602
gca,1.3411
xg,0.7531
crosses_into_penalty_area,0.0891
passes_into_final_third,0.0854
passes_into_penalty_area,1.4771
progressive_passes,0.3396
carry_progressive_distance,0.2264
assisted_shots,1.783
fouled,1.7075
pens_won,1.3084
tackles,0.1734
interceptions,-0.5032
blocks,0.2169
tackles_won,0.0874
dribble_tackles,-0.3454
dribbles_vs,0.5633
pressures,1.0542
pressure_regains,0.7328
clearances,-0.5004
errors,-0.1344
aerials_won,0.1242
aerials_lost,0.8548
ball_recoveries,-0.6355
pens_conceded,0.0861
fouls,1.2786
cards_yellow_red,0.7103
