position,AM
minutes,-0.5121
passes_completed,1.0688
passes,1.0444
dribbles_completed,1.8114
dribbles,1.0787
passes_completed_short,1.4057
passes_short,1.3739
passes_completed_medium,0.6494
passes_medium,0.6749
passes_completed_long,0.6728
passes_long,0.5127
passes_total_distance,0.8598
passes_free_kicks,-0.7493
through_balls,1.8221
passes_pressure,2.1498
passes_switches,0.0894
crosses,0.1973
corner_kicks,0.3201
passes_intercepted,1.3897
passes_blocked,0.1573
dispossessed,0.2838
goals,0.5994
assists,0.1545
pens_made,-0.2418
pens_att,-0.271
shots_total,2.0779
shots_on_target,1.2349
sca,2.4407
gca,-0.4964
xg,1.3484
crosses_into_penalty_area,-0.0339
passes_into_final_third,1.6993
passes_into_penalty_area,1.0393
progressive_passes,1.8634
carry_progressive_distance,2.2176
assisted_shots,1.0916
fouled,-0.7292
pens_won,-0.2935
tackles,0.4908
interceptions,0.294
blocks,-1.6244
tackles_won,0.7884
dribble_tackles,0.3967
dribbles_vs,0.7424
pressures,0.2449
pressure_regains,0.5917
clearances,-0.6676
errors,-0.3758
aerials_won,-1.1368
aerials_lost,-0.6077
ball_recoveries,-0.6859
pens_conceded,-0.3182
fouls,0.5731
cards_yellow_red,-0.1906
