position,FW
minutes,951.0
passes_completed,204.0
passes,287.0
dribbles_completed,26.0
dribbles,53.0
passes_completed_short,116.0
passes_short,140.0
passes_completed_medium,66.0
passes_medium,97.0
passes_completed_long,15.0
passes_long,37.0
passes_total_distance,3166.0
passes_free_kicks,3.0
through_balls,1.0
passes_pressure,80.0
passes_switches,6.0
crosses,11.0
corner_kicks,12.0
passes_intercepted,6.0
passes_blocked,9.0
dispossessed,24.0
goals,3.0
assists,0.0
pens_made,1.0
pens_att,1.0
shots_total,29.0
shots_on_target,10.0
sca,24.0
gca,0.0
xg,2.3000000000000003
crosses_into_penalty_area,3.0
passes_into_final_third,20.0
passes_into_penalty_area,4.0
progressive_passes,12.0
carry_progressive_distance,1252.0
assisted_shots,9.0
fouled,30.0
pens_won,1.0
tackles,15.0
interceptions,5.0
blocks,17.0
tackles_won,10.0
dribble_tackles,4.0
dribbles_vs,18.0
pressures,181.0
pressure_regains,45.0
clearances,10.0
errors,0.0
aerials_won,27.0
aerials_lost,45.0
ball_recoveries,65.0
pens_conceded,0.0
fouls,9.0
cards_yellow_red,0.0
