position,WB
minutes,1836.0
passes_completed,721.0
passes,967.0
dribbles_completed,23.0
dribbles,47.0
passes_completed_short,368.0
passes_short,431.0
passes_completed_medium,284.0
passes_medium,362.0
passes_completed_long,59.0
passes_long,120.0
passes_total_distance,12096.0
passes_free_kicks,11.0
through_balls,1.0
passes_pressure,166.0
passes_switches,20.0
crosses,46.0
corner_kicks,0.0
passes_intercepted,29.0
passes_blocked,53.0
dispossessed,23.0
goals,2.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,15.0
shots_on_target,4.0
sca,37.0
gca,2.0
xg,0.5
crosses_into_penalty_area,2.0
passes_into_final_third,43.0
passes_into_penalty_area,13.0
progressive_passes,76.0
carry_progressive_distance,2465.0
assisted_shots,13.0
fouled,31.0
pens_won,0.0
tackles,53.0
interceptions,12.0
blocks,41.0
tackles_won,24.0
dribble_tackles,25.0
dribbles_vs,69.0
pressures,395.0
pressure_regains,97.0
clearances,53.0
errors,0.0
aerials_won,25.0
aerials_lost,30.0
ball_recoveries,164.0
pens_conceded,0.0
fouls,28.0
cards_yellow_red,0.0
