position,LB
minutes,504.0
passes_completed,393.0
passes,448.0
dribbles_completed,7.0
dribbles,12.0
passes_completed_short,158.0
passes_short,174.0
passes_completed_medium,188.0
passes_medium,200.0
passes_completed_long,34.0
passes_long,50.0
passes_total_distance,6939.0
passes_free_kicks,11.0
through_balls,0.0
passes_pressure,42.0
passes_switches,8.0
crosses,2.0
corner_kicks,0.0
passes_intercepted,7.0
passes_blocked,9.0
dispossessed,7.0
goals,1.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,5.0
shots_on_target,3.0
sca,12.0
gca,2.0
xg,1.1
crosses_into_penalty_area,0.0
passes_into_final_third,23.0
passes_into_penalty_area,1.0
progressive_passes,27.0
carry_progressive_distance,1055.0
assisted_shots,1.0
fouled,5.0
pens_won,0.0
tackles,16.0
interceptions,4.0
blocks,6.0
tackles_won,7.0
dribble_tackles,7.0
dribbles_vs,16.0
pressures,100.0
pressure_regains,34.0
clearances,19.0
errors,0.0
aerials_won,9.0
aerials_lost,7.0
ball_recoveries,54.0
pens_conceded,0.0
fouls,9.0
cards_yellow_red,1.0
