position,RW
minutes,607.0
passes_completed,165.0
passes,226.0
dribbles_completed,7.0
dribbles,13.0
passes_completed_short,97.0
passes_short,119.0
passes_completed_medium,47.0
passes_medium,62.0
passes_completed_long,17.0
passes_long,34.0
passes_total_distance,2734.0
passes_free_kicks,3.0
through_balls,0.0
passes_pressure,38.0
passes_switches,8.0
crosses,11.0
corner_kicks,9.0
passes_intercepted,4.0
passes_blocked,12.0
dispossessed,15.0
goals,3.0
assists,4.0
pens_made,0.0
pens_att,0.0
shots_total,7.0
shots_on_target,4.0
sca,14.0
gca,5.0
xg,0.4
crosses_into_penalty_area,3.0
passes_into_final_third,14.0
passes_into_penalty_area,8.0
progressive_passes,22.0
carry_progressive_distance,687.0
assisted_shots,8.0
fouled,6.0
pens_won,0.0
tackles,25.0
interceptions,3.0
blocks,11.0
tackles_won,12.0
dribble_tackles,10.0
dribbles_vs,31.0
pressures,144.0
pressure_regains,34.0
clearances,6.0
errors,0.0
aerials_won,1.0
aerials_lost,10.0
ball_recoveries,38.0
pens_conceded,0.0
fouls,10.0
cards_yellow_red,0.0
