position,RW
minutes,862.0
passes_completed,395.0
passes,463.0
dribbles_completed,40.0
dribbles,53.0
passes_completed_short,197.0
passes_short,220.0
passes_completed_medium,150.0
passes_medium,160.0
passes_completed_long,37.0
passes_long,58.0
passes_total_distance,6592.0
passes_free_kicks,5.0
through_balls,2.0
passes_pressure,112.0
passes_switches,11.0
crosses,10.0
corner_kicks,7.0
passes_intercepted,13.0
passes_blocked,11.0
dispossessed,29.0
goals,3.0
assists,2.0
pens_made,0.0
pens_att,0.0
shots_total,6.0
shots_on_target,4.0
sca,38.0
gca,6.0
xg,1.4000000000000001
crosses_into_penalty_area,2.0
passes_into_final_third,35.0
passes_into_penalty_area,9.0
progressive_passes,44.0
carry_progressive_distance,2013.0
assisted_shots,12.0
fouled,16.0
pens_won,0.0
tackles,14.0
interceptions,4.0
blocks,7.0
tackles_won,9.0
dribble_tackles,4.0
dribbles_vs,12.0
pressures,199.0
pressure_regains,48.0
clearances,3.0
errors,0.0
aerials_won,5.0
aerials_lost,10.0
ball_recoveries,62.0
pens_conceded,0.0
fouls,14.0
cards_yellow_red,0.0
