position,DM
minutes,200.0
passes_completed,128.0
passes,147.0
dribbles_completed,6.0
dribbles,9.0
passes_completed_short,58.0
passes_short,63.0
passes_completed_medium,55.0
passes_medium,60.0
passes_completed_long,11.0
passes_long,17.0
passes_total_distance,2127.0
passes_free_kicks,3.0
through_balls,0.0
passes_pressure,28.0
passes_switches,3.0
crosses,3.0
corner_kicks,0.0
passes_intercepted,2.0
passes_blocked,3.0
dispossessed,8.0
goals,1.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,6.0
shots_on_target,2.0
sca,6.0
gca,0.0
xg,0.2
crosses_into_penalty_area,0.0
passes_into_final_third,5.0
passes_into_penalty_area,0.0
progressive_passes,3.0
carry_progressive_distance,242.0
assisted_shots,2.0
fouled,5.0
pens_won,0.0
tackles,14.0
interceptions,4.0
blocks,4.0
tackles_won,9.0
dribble_tackles,3.0
dribbles_vs,12.0
pressures,73.0
pressure_regains,21.0
clearances,0.0
errors,0.0
aerials_won,1.0
aerials_lost,7.0
ball_recoveries,25.0
pens_conceded,0.0
fouls,7.0
cards_yellow_red,0.0
