position,LW
minutes,1140.0
passes_completed,242.0
passes,348.0
dribbles_completed,17.0
dribbles,40.0
passes_completed_short,138.0
passes_short,164.0
passes_completed_medium,80.0
passes_medium,112.0
passes_completed_long,16.0
passes_long,45.0
passes_total_distance,3720.0
passes_free_kicks,4.0
through_balls,0.0
passes_pressure,51.0
passes_switches,10.0
crosses,20.0
corner_kicks,7.0
passes_intercepted,10.0
passes_blocked,18.0
dispossessed,10.0
goals,4.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,20.0
shots_on_target,8.0
sca,31.0
gca,1.0
xg,1.5
crosses_into_penalty_area,4.0
passes_into_final_third,10.0
passes_into_penalty_area,20.0
progressive_passes,43.0
carry_progressive_distance,1850.0
assisted_shots,14.0
fouled,12.0
pens_won,0.0
tackles,12.0
interceptions,11.0
blocks,14.0
tackles_won,5.0
dribble_tackles,5.0
dribbles_vs,25.0
pressures,229.0
pressure_regains,60.0
clearances,5.0
errors,0.0
aerials_won,1.0
aerials_lost,5.0
ball_recoveries,84.0
pens_conceded,0.0
fouls,10.0
cards_yellow_red,0.0
