position,LB
minutes,270.0
passes_completed,139.0
passes,174.0
dribbles_completed,8.0
dribbles,11.0
passes_completed_short,40.0
passes_short,43.0
passes_completed_medium,65.0
passes_medium,76.0
passes_completed_long,34.0
passes_long,52.0
passes_total_distance,3191.0
passes_free_kicks,2.0
through_balls,0.0
passes_pressure,24.0
passes_switches,9.0
crosses,7.0
corner_kicks,3.0
passes_intercepted,3.0
passes_blocked,1.0
dispossessed,1.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,2.0
shots_on_target,0.0
sca,11.0
gca,0.0
xg,0.0
crosses_into_penalty_area,3.0
passes_into_final_third,16.0
passes_into_penalty_area,5.0
progressive_passes,17.0
carry_progressive_distance,759.0
assisted_shots,6.0
fouled,5.0
pens_won,0.0
tackles,4.0
interceptions,3.0
blocks,5.0
tackles_won,1.0
dribble_tackles,2.0
dribbles_vs,7.0
pressures,43.0
pressure_regains,11.0
clearances,12.0
errors,0.0
aerials_won,3.0
aerials_lost,0.0
ball_recoveries,22.0
pens_conceded,0.0
fouls,1.0
cards_yellow_red,0.0
