position,CM
minutes,799.0
passes_completed,584.0
passes,661.0
dribbles_completed,12.0
dribbles,21.0
passes_completed_short,285.0
passes_short,306.0
passes_completed_medium,246.0
passes_medium,270.0
passes_completed_long,41.0
passes_long,62.0
passes_total_distance,9603.0
passes_free_kicks,9.0
through_balls,4.0
passes_pressure,90.0
passes_switches,9.0
crosses,10.0
corner_kicks,7.0
passes_intercepted,17.0
passes_blocked,8.0
dispossessed,9.0
goals,0.0
assists,2.0
pens_made,0.0
pens_att,0.0
shots_total,9.0
shots_on_target,2.0
sca,24.0
gca,3.0
xg,0.6
crosses_into_penalty_area,0.0
passes_into_final_third,70.0
passes_into_penalty_area,4.0
progressive_passes,51.0
carry_progressive_distance,1946.0
assisted_shots,14.0
fouled,3.0
pens_won,0.0
tackles,9.0
interceptions,3.0
blocks,7.0
tackles_won,6.0
dribble_tackles,1.0
dribbles_vs,19.0
pressures,174.0
pressure_regains,46.0
clearances,2.0
errors,0.0
aerials_won,2.0
aerials_lost,8.0
ball_recoveries,61.0
pens_conceded,0.0
fouls,7.0
cards_yellow_red,0.0
