position,CB
minutes,2087.0
passes_completed,987.0
passes,1133.0
dribbles_completed,3.0
dribbles,5.0
passes_completed_short,287.0
passes_short,316.0
passes_completed_medium,552.0
passes_medium,598.0
passes_completed_long,135.0
passes_long,198.0
passes_total_distance,20270.0
passes_free_kicks,35.0
through_balls,0.0
passes_pressure,144.0
passes_switches,18.0
crosses,2.0
corner_kicks,0.0
passes_intercepted,18.0
passes_blocked,12.0
dispossessed,0.0
goals,1.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,21.0
shots_on_target,5.0
sca,10.0
gca,0.0
xg,1.0999999999999999
crosses_into_penalty_area,2.0
passes_into_final_third,44.0
passes_into_penalty_area,4.0
progressive_passes,55.0
carry_progressive_distance,2170.0
assisted_shots,3.0
fouled,16.0
pens_won,0.0
tackles,72.0
interceptions,22.0
blocks,42.0
tackles_won,49.0
dribble_tackles,34.0
dribbles_vs,68.0
pressures,295.0
pressure_regains,116.0
clearances,166.0
errors,1.0
aerials_won,60.0
aerials_lost,49.0
ball_recoveries,255.0
pens_conceded,0.0
fouls,30.0
cards_yellow_red,1.0
