position,FW
minutes,163.0
passes_completed,33.0
passes,43.0
dribbles_completed,2.0
dribbles,2.0
passes_completed_short,18.0
passes_short,22.0
passes_completed_medium,12.0
passes_medium,16.0
passes_completed_long,2.0
passes_long,3.0
passes_total_distance,508.0
passes_free_kicks,0.0
through_balls,0.0
passes_pressure,17.0
passes_switches,0.0
crosses,2.0
corner_kicks,0.0
passes_intercepted,0.0
passes_blocked,2.0
dispossessed,4.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,3.0
shots_on_target,2.0
sca,6.0
gca,0.0
xg,0.30000000000000004
crosses_into_penalty_area,1.0
passes_into_final_third,3.0
passes_into_penalty_area,2.0
progressive_passes,6.0
carry_progressive_distance,82.0
assisted_shots,5.0
fouled,3.0
pens_won,0.0
tackles,1.0
interceptions,0.0
blocks,0.0
tackles_won,0.0
dribble_tackles,0.0
dribbles_vs,2.0
pressures,33.0
pressure_regains,8.0
clearances,1.0
errors,0.0
aerials_won,10.0
aerials_lost,17.0
ball_recoveries,6.0
pens_conceded,0.0
fouls,4.0
cards_yellow_red,0.0
