position,LB
minutes,858.0
passes_completed,605.0
passes,671.0
dribbles_completed,11.0
dribbles,17.0
passes_completed_short,352.0
passes_short,376.0
passes_completed_medium,208.0
passes_medium,225.0
passes_completed_long,25.0
passes_long,39.0
passes_total_distance,8685.0
passes_free_kicks,6.0
through_balls,1.0
passes_pressure,77.0
passes_switches,2.0
crosses,19.0
corner_kicks,0.0
passes_intercepted,9.0
passes_blocked,13.0
dispossessed,19.0
goals,1.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,6.0
shots_on_target,3.0
sca,12.0
gca,3.0
xg,0.7
crosses_into_penalty_area,2.0
passes_into_final_third,36.0
passes_into_penalty_area,8.0
progressive_passes,36.0
carry_progressive_distance,1164.0
assisted_shots,2.0
fouled,7.0
pens_won,1.0
tackles,22.0
interceptions,14.0
blocks,23.0
tackles_won,9.0
dribble_tackles,6.0
dribbles_vs,21.0
pressures,142.0
pressure_regains,44.0
clearances,25.0
errors,1.0
aerials_won,20.0
aerials_lost,14.0
ball_recoveries,84.0
pens_conceded,0.0
fouls,20.0
cards_yellow_red,0.0
