position,LB
minutes,360.0
passes_completed,151.0
passes,201.0
dribbles_completed,6.0
dribbles,9.0
passes_completed_short,61.0
passes_short,66.0
passes_completed_medium,68.0
passes_medium,84.0
passes_completed_long,22.0
passes_long,45.0
passes_total_distance,2986.0
passes_free_kicks,3.0
through_balls,0.0
passes_pressure,40.0
passes_switches,5.0
crosses,7.0
corner_kicks,0.0
passes_intercepted,3.0
passes_blocked,7.0
dispossessed,3.0
goals,0.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,2.0
shots_on_target,0.0
sca,5.0
gca,1.0
xg,0.1
crosses_into_penalty_area,1.0
passes_into_final_third,9.0
passes_into_penalty_area,1.0
progressive_passes,8.0
carry_progressive_distance,461.0
assisted_shots,2.0
fouled,5.0
pens_won,0.0
tackles,10.0
interceptions,2.0
blocks,6.0
tackles_won,5.0
dribble_tackles,5.0
dribbles_vs,14.0
pressures,55.0
pressure_regains,16.0
clearances,21.0
errors,0.0
aerials_won,10.0
aerials_lost,1.0
ball_recoveries,23.0
pens_conceded,0.0
fouls,3.0
cards_yellow_red,0.0
