position,RW
minutes,398.0
passes_completed,103.0
passes,154.0
dribbles_completed,13.0
dribbles,24.0
passes_completed_short,58.0
passes_short,74.0
passes_completed_medium,35.0
passes_medium,50.0
passes_completed_long,8.0
passes_long,14.0
passes_total_distance,1551.0
passes_free_kicks,0.0
through_balls,4.0
passes_pressure,30.0
passes_switches,3.0
crosses,8.0
corner_kicks,1.0
passes_intercepted,5.0
passes_blocked,14.0
dispossessed,20.0
goals,3.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,13.0
shots_on_target,5.0
sca,14.0
gca,2.0
xg,1.3000000000000003
crosses_into_penalty_area,1.0
passes_into_final_third,6.0
passes_into_penalty_area,10.0
progressive_passes,21.0
carry_progressive_distance,1305.0
assisted_shots,6.0
fouled,5.0
pens_won,0.0
tackles,5.0
interceptions,2.0
blocks,4.0
tackles_won,4.0
dribble_tackles,1.0
dribbles_vs,11.0
pressures,89.0
pressure_regains,23.0
clearances,3.0
errors,0.0
aerials_won,1.0
aerials_lost,6.0
ball_recoveries,31.0
pens_conceded,0.0
fouls,7.0
cards_yellow_red,0.0
