position,LB
minutes,90
passes_completed,39
passes,47
dribbles_completed,0
dribbles,0
passes_completed_short,15
passes_short,17
passes_completed_medium,19
passes_medium,22
passes_completed_long,4
passes_long,7
passes_total_distance,793
passes_free_kicks,2
through_balls,0
passes_pressure,7
passes_switches,3
crosses,1
corner_kicks,0
passes_intercepted,0
passes_blocked,1
dispossessed,0
goals,0
assists,0
pens_made,0
pens_att,0
shots_total,0
shots_on_target,0
sca,0
gca,0
xg,0.0
crosses_into_penalty_area,0
passes_into_final_third,1
passes_into_penalty_area,0
progressive_passes,2
carry_progressive_distance,18
assisted_shots,0
fouled,0
pens_won,0
tackles,8
interceptions,1
blocks,0
tackles_won,6
dribble_tackles,4
dribbles_vs,4
pressures,14
pressure_regains,4
clearances,10
errors,0
aerials_won,11
aerials_lost,0
ball_recoveries,12
pens_conceded,0
fouls,1
cards_yellow_red,0
