position,FW
minutes,2196.0
passes_completed,318.0
passes,451.0
dribbles_completed,28.0
dribbles,53.0
passes_completed_short,169.0
passes_short,219.0
passes_completed_medium,114.0
passes_medium,154.0
passes_completed_long,22.0
passes_long,35.0
passes_total_distance,4922.0
passes_free_kicks,0.0
through_balls,1.0
passes_pressure,159.0
passes_switches,5.0
crosses,12.0
corner_kicks,1.0
passes_intercepted,14.0
passes_blocked,22.0
dispossessed,48.0
goals,12.0
assists,3.0
pens_made,1.0
pens_att,3.0
shots_total,72.0
shots_on_target,26.0
sca,56.0
gca,8.0
xg,10.7
crosses_into_penalty_area,1.0
passes_into_final_third,16.0
passes_into_penalty_area,5.0
progressive_passes,19.0
carry_progressive_distance,1579.0
assisted_shots,26.0
fouled,22.0
pens_won,0.0
tackles,3.0
interceptions,4.0
blocks,10.0
tackles_won,2.0
dribble_tackles,0.0
dribbles_vs,8.0
pressures,463.0
pressure_regains,90.0
clearances,39.0
errors,0.0
aerials_won,99.0
aerials_lost,161.0
ball_recoveries,102.0
pens_conceded,0.0
fouls,36.0
cards_yellow_red,0.0
