position,FW
minutes,90
passes_completed,15
passes,28
dribbles_completed,2
dribbles,2
passes_completed_short,7
passes_short,8
passes_completed_medium,4
passes_medium,7
passes_completed_long,4
passes_long,11
passes_total_distance,404
passes_free_kicks,7
through_balls,0
passes_pressure,3
passes_switches,4
crosses,2
corner_kicks,4
passes_intercepted,1
passes_blocked,1
dispossessed,2
goals,0
assists,0
pens_made,0
pens_att,0
shots_total,0
shots_on_target,0
sca,3
gca,0
xg,0.0
crosses_into_penalty_area,0
passes_into_final_third,0
passes_into_penalty_area,0
progressive_passes,0
carry_progressive_distance,26
assisted_shots,2
fouled,3
pens_won,0
tackles,0
interceptions,0
blocks,0
tackles_won,0
dribble_tackles,0
dribbles_vs,3
pressures,16
pressure_regains,8
clearances,0
errors,0
aerials_won,1
aerials_lost,1
ball_recoveries,4
pens_conceded,0
fouls,1
cards_yellow_red,0
