position,WB
minutes,524.0
passes_completed,198.0
passes,250.0
dribbles_completed,10.0
dribbles,23.0
passes_completed_short,97.0
passes_short,113.0
passes_completed_medium,89.0
passes_medium,105.0
passes_completed_long,11.0
passes_long,23.0
passes_total_distance,3279.0
passes_free_kicks,3.0
through_balls,0.0
passes_pressure,64.0
passes_switches,7.0
crosses,13.0
corner_kicks,0.0
passes_intercepted,9.0
passes_blocked,7.0
dispossessed,11.0
goals,1.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,3.0
shots_on_target,2.0
sca,15.0
gca,3.0
xg,0.8
crosses_into_penalty_area,2.0
passes_into_final_third,8.0
passes_into_penalty_area,3.0
progressive_passes,14.0
carry_progressive_distance,1087.0
assisted_shots,5.0
fouled,13.0
pens_won,1.0
tackles,10.0
interceptions,4.0
blocks,8.0
tackles_won,7.0
dribble_tackles,6.0
dribbles_vs,9.0
pressures,113.0
pressure_regains,34.0
clearances,5.0
errors,0.0
aerials_won,3.0
aerials_lost,12.0
ball_recoveries,36.0
pens_conceded,0.0
fouls,8.0
cards_yellow_red,0.0
