position,CB
minutes,2131.0
passes_completed,1492.0
passes,1568.0
dribbles_completed,9.0
dribbles,13.0
passes_completed_short,345.0
passes_short,359.0
passes_completed_medium,859.0
passes_medium,874.0
passes_completed_long,279.0
passes_long,323.0
passes_total_distance,33319.0
passes_free_kicks,40.0
through_balls,0.0
passes_pressure,141.0
passes_switches,52.0
crosses,2.0
corner_kicks,0.0
passes_intercepted,3.0
passes_blocked,3.0
dispossessed,5.0
goals,0.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,5.0
shots_on_target,2.0
sca,8.0
gca,2.0
xg,0.7999999999999999
crosses_into_penalty_area,0.0
passes_into_final_third,61.0
passes_into_penalty_area,1.0
progressive_passes,60.0
carry_progressive_distance,4667.0
assisted_shots,3.0
fouled,1.0
pens_won,0.0
tackles,22.0
interceptions,11.0
blocks,42.0
tackles_won,16.0
dribble_tackles,7.0
dribbles_vs,15.0
pressures,144.0
pressure_regains,53.0
clearances,105.0
errors,0.0
aerials_won,46.0
aerials_lost,32.0
ball_recoveries,182.0
pens_conceded,0.0
fouls,9.0
cards_yellow_red,0.0
