position,RB
minutes,45
passes_completed,26
passes,36
dribbles_completed,1
dribbles,1
passes_completed_short,12
passes_short,14
passes_completed_medium,10
passes_medium,14
passes_completed_long,4
passes_long,6
passes_total_distance,499
passes_free_kicks,0
through_balls,0
passes_pressure,2
passes_switches,2
crosses,1
corner_kicks,0
passes_intercepted,1
passes_blocked,1
dispossessed,1
goals,0
assists,0
pens_made,0
pens_att,0
shots_total,0
shots_on_target,0
sca,1
gca,0
xg,0.0
crosses_into_penalty_area,0
passes_into_final_third,0
passes_into_penalty_area,0
progressive_passes,2
carry_progressive_distance,52
assisted_shots,0
fouled,2
pens_won,0
tackles,1
interceptions,0
blocks,4
tackles_won,0
dribble_tackles,0
dribbles_vs,1
pressures,10
pressure_regains,1
clearances,2
errors,0
aerials_won,1
aerials_lost,0
ball_recoveries,8
pens_conceded,0
fouls,1
cards_yellow_red,0
