position,RW
minutes,814.0
passes_completed,220.0
passes,365.0
dribbles_completed,12.0
dribbles,27.0
passes_completed_short,109.0
passes_short,140.0
passes_completed_medium,78.0
passes_medium,114.0
passes_completed_long,26.0
passes_long,78.0
passes_total_distance,3715.0
passes_free_kicks,7.0
through_balls,0.0
passes_pressure,72.0
passes_switches,23.0
crosses,46.0
corner_kicks,42.0
passes_intercepted,17.0
passes_blocked,30.0
dispossessed,22.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,10.0
shots_on_target,1.0
sca,30.0
gca,0.0
xg,0.4
crosses_into_penalty_area,5.0
passes_into_final_third,11.0
passes_into_penalty_area,10.0
progressive_passes,25.0
carry_progressive_distance,1648.0
assisted_shots,22.0
fouled,10.0
pens_won,0.0
tackles,12.0
interceptions,7.0
blocks,18.0
tackles_won,9.0
dribble_tackles,4.0
dribbles_vs,14.0
pressures,140.0
pressure_regains,37.0
clearances,6.0
errors,0.0
aerials_won,3.0
aerials_lost,10.0
ball_recoveries,58.0
pens_conceded,0.0
fouls,10.0
cards_yellow_red,0.0
