position,DM
minutes,317.0
passes_completed,213.0
passes,247.0
dribbles_completed,6.0
dribbles,9.0
passes_completed_short,100.0
passes_short,110.0
passes_completed_medium,85.0
passes_medium,95.0
passes_completed_long,27.0
passes_long,36.0
passes_total_distance,3859.0
passes_free_kicks,5.0
through_balls,1.0
passes_pressure,38.0
passes_switches,3.0
crosses,1.0
corner_kicks,0.0
passes_intercepted,3.0
passes_blocked,2.0
dispossessed,2.0
goals,0.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,0.0
shots_on_target,0.0
sca,7.0
gca,2.0
xg,0.0
crosses_into_penalty_area,0.0
passes_into_final_third,15.0
passes_into_penalty_area,0.0
progressive_passes,24.0
carry_progressive_distance,371.0
assisted_shots,3.0
fouled,3.0
pens_won,0.0
tackles,6.0
interceptions,4.0
blocks,6.0
tackles_won,3.0
dribble_tackles,1.0
dribbles_vs,16.0
pressures,88.0
pressure_regains,28.0
clearances,6.0
errors,0.0
aerials_won,2.0
aerials_lost,5.0
ball_recoveries,47.0
pens_conceded,0.0
fouls,6.0
cards_yellow_red,0.0
