position,DM
minutes,1429.0
passes_completed,775.0
passes,906.0
dribbles_completed,26.0
dribbles,32.0
passes_completed_short,321.0
passes_short,370.0
passes_completed_medium,330.0
passes_medium,368.0
passes_completed_long,106.0
passes_long,136.0
passes_total_distance,14512.0
passes_free_kicks,7.0
through_balls,2.0
passes_pressure,182.0
passes_switches,27.0
crosses,4.0
corner_kicks,0.0
passes_intercepted,20.0
passes_blocked,13.0
dispossessed,19.0
goals,2.0
assists,0.0
pens_made,1.0
pens_att,1.0
shots_total,21.0
shots_on_target,6.0
sca,26.0
gca,1.0
xg,1.5000000000000002
crosses_into_penalty_area,2.0
passes_into_final_third,76.0
passes_into_penalty_area,8.0
progressive_passes,67.0
carry_progressive_distance,1702.0
assisted_shots,9.0
fouled,29.0
pens_won,0.0
tackles,22.0
interceptions,15.0
blocks,21.0
tackles_won,18.0
dribble_tackles,9.0
dribbles_vs,27.0
pressures,240.0
pressure_regains,71.0
clearances,25.0
errors,0.0
aerials_won,24.0
aerials_lost,19.0
ball_recoveries,175.0
pens_conceded,1.0
fouls,21.0
cards_yellow_red,0.0
