position,LB
minutes,294.0
passes_completed,125.0
passes,166.0
dribbles_completed,1.0
dribbles,1.0
passes_completed_short,67.0
passes_short,75.0
passes_completed_medium,53.0
passes_medium,73.0
passes_completed_long,4.0
passes_long,10.0
passes_total_distance,1914.0
passes_free_kicks,1.0
through_balls,0.0
passes_pressure,20.0
passes_switches,1.0
crosses,3.0
corner_kicks,0.0
passes_intercepted,7.0
passes_blocked,7.0
dispossessed,4.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,2.0
shots_on_target,0.0
sca,2.0
gca,0.0
xg,0.0
crosses_into_penalty_area,0.0
passes_into_final_third,10.0
passes_into_penalty_area,2.0
progressive_passes,10.0
carry_progressive_distance,451.0
assisted_shots,1.0
fouled,0.0
pens_won,0.0
tackles,19.0
interceptions,5.0
blocks,9.0
tackles_won,12.0
dribble_tackles,14.0
dribbles_vs,23.0
pressures,58.0
pressure_regains,26.0
clearances,11.0
errors,0.0
aerials_won,3.0
aerials_lost,2.0
ball_recoveries,20.0
pens_conceded,0.0
fouls,3.0
cards_yellow_red,0.0
