position,DM
minutes,970.0
passes_completed,502.0
passes,582.0
dribbles_completed,7.0
dribbles,12.0
passes_completed_short,210.0
passes_short,227.0
passes_completed_medium,211.0
passes_medium,236.0
passes_completed_long,69.0
passes_long,102.0
passes_total_distance,9680.0
passes_free_kicks,21.0
through_balls,2.0
passes_pressure,111.0
passes_switches,23.0
crosses,0.0
corner_kicks,0.0
passes_intercepted,5.0
passes_blocked,7.0
dispossessed,7.0
goals,0.0
assists,2.0
pens_made,0.0
pens_att,0.0
shots_total,8.0
shots_on_target,1.0
sca,15.0
gca,5.0
xg,0.2
crosses_into_penalty_area,0.0
passes_into_final_third,40.0
passes_into_penalty_area,4.0
progressive_passes,41.0
carry_progressive_distance,965.0
assisted_shots,5.0
fouled,21.0
pens_won,0.0
tackles,45.0
interceptions,10.0
blocks,17.0
tackles_won,33.0
dribble_tackles,17.0
dribbles_vs,43.0
pressures,214.0
pressure_regains,79.0
clearances,19.0
errors,0.0
aerials_won,23.0
aerials_lost,17.0
ball_recoveries,125.0
pens_conceded,0.0
fouls,11.0
cards_yellow_red,0.0
