position,RB
minutes,90
passes_completed,38
passes,49
dribbles_completed,0
dribbles,0
passes_completed_short,16
passes_short,20
passes_completed_medium,17
passes_medium,20
passes_completed_long,5
passes_long,6
passes_total_distance,688
passes_free_kicks,0
through_balls,0
passes_pressure,9
passes_switches,0
crosses,2
corner_kicks,0
passes_intercepted,5
passes_blocked,2
dispossessed,0
goals,0
assists,0
pens_made,0
pens_att,0
shots_total,1
shots_on_target,0
sca,2
gca,0
xg,0.1
crosses_into_penalty_area,1
passes_into_final_third,2
passes_into_penalty_area,1
progressive_passes,2
carry_progressive_distance,77
assisted_shots,2
fouled,0
pens_won,0
tackles,6
interceptions,1
blocks,0
tackles_won,4
dribble_tackles,5
dribbles_vs,9
pressures,24
pressure_regains,4
clearances,3
errors,0
aerials_won,0
aerials_lost,0
ball_recoveries,8
pens_conceded,0
fouls,0
cards_yellow_red,0
