position,WB
minutes,1072.0
passes_completed,601.0
passes,727.0
dribbles_completed,4.0
dribbles,9.0
passes_completed_short,277.0
passes_short,298.0
passes_completed_medium,264.0
passes_medium,315.0
passes_completed_long,52.0
passes_long,84.0
passes_total_distance,10432.0
passes_free_kicks,10.0
through_balls,1.0
passes_pressure,144.0
passes_switches,6.0
crosses,21.0
corner_kicks,1.0
passes_intercepted,7.0
passes_blocked,30.0
dispossessed,6.0
goals,1.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,7.0
shots_on_target,2.0
sca,13.0
gca,1.0
xg,0.4
crosses_into_penalty_area,6.0
passes_into_final_third,35.0
passes_into_penalty_area,12.0
progressive_passes,61.0
carry_progressive_distance,1691.0
assisted_shots,8.0
fouled,4.0
pens_won,0.0
tackles,29.0
interceptions,6.0
blocks,17.0
tackles_won,17.0
dribble_tackles,11.0
dribbles_vs,29.0
pressures,215.0
pressure_regains,62.0
clearances,31.0
errors,0.0
aerials_won,22.0
aerials_lost,17.0
ball_recoveries,89.0
pens_conceded,0.0
fouls,25.0
cards_yellow_red,0.0
