position,CB
minutes,2430.0
passes_completed,1237.0
passes,1441.0
dribbles_completed,10.0
dribbles,14.0
passes_completed_short,291.0
passes_short,318.0
passes_completed_medium,656.0
passes_medium,709.0
passes_completed_long,285.0
passes_long,400.0
passes_total_distance,29035.0
passes_free_kicks,29.0
through_balls,3.0
passes_pressure,186.0
passes_switches,53.0
crosses,1.0
corner_kicks,0.0
passes_intercepted,19.0
passes_blocked,12.0
dispossessed,5.0
goals,1.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,15.0
shots_on_target,2.0
sca,17.0
gca,1.0
xg,2.0999999999999996
crosses_into_penalty_area,0.0
passes_into_final_third,80.0
passes_into_penalty_area,10.0
progressive_passes,95.0
carry_progressive_distance,4664.0
assisted_shots,4.0
fouled,24.0
pens_won,0.0
tackles,34.0
interceptions,11.0
blocks,44.0
tackles_won,23.0
dribble_tackles,13.0
dribbles_vs,25.0
pressures,187.0
pressure_regains,61.0
clearances,155.0
errors,1.0
aerials_won,73.0
aerials_lost,45.0
ball_recoveries,268.0
pens_conceded,2.0
fouls,37.0
cards_yellow_red,0.0
