position,RM
minutes,71.0
passes_completed,22.0
passes,31.0
dribbles_completed,3.0
dribbles,4.0
passes_completed_short,9.0
passes_short,13.0
passes_completed_medium,10.0
passes_medium,13.0
passes_completed_long,2.0
passes_long,3.0
passes_total_distance,423.0
passes_free_kicks,1.0
through_balls,0.0
passes_pressure,8.0
passes_switches,1.0
crosses,2.0
corner_kicks,0.0
passes_intercepted,0.0
passes_blocked,2.0
dispossessed,1.0
goals,0.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,2.0
shots_on_target,1.0
sca,2.0
gca,1.0
xg,0.1
crosses_into_penalty_area,1.0
passes_into_final_third,1.0
passes_into_penalty_area,1.0
progressive_passes,3.0
carry_progressive_distance,174.0
assisted_shots,2.0
fouled,4.0
pens_won,0.0
tackles,2.0
interceptions,1.0
blocks,2.0
tackles_won,1.0
dribble_tackles,0.0
dribbles_vs,5.0
pressures,36.0
pressure_regains,11.0
clearances,2.0
errors,0.0
aerials_won,1.0
aerials_lost,3.0
ball_recoveries,0.0
pens_conceded,0.0
fouls,2.0
cards_yellow_red,0.0
