position,AM
minutes,188.0
passes_completed,119.0
passes,140.0
dribbles_completed,5.0
dribbles,5.0
passes_completed_short,62.0
passes_short,67.0
passes_completed_medium,38.0
passes_medium,47.0
passes_completed_long,16.0
passes_long,23.0
passes_total_distance,2067.0
passes_free_kicks,6.0
through_balls,1.0
passes_pressure,22.0
passes_switches,5.0
crosses,4.0
corner_kicks,1.0
passes_intercepted,5.0
passes_blocked,0.0
dispossessed,3.0
goals,0.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,4.0
shots_on_target,1.0
sca,14.0
gca,1.0
xg,0.2
crosses_into_penalty_area,1.0
passes_into_final_third,10.0
passes_into_penalty_area,3.0
progressive_passes,11.0
carry_progressive_distance,201.0
assisted_shots,9.0
fouled,2.0
pens_won,0.0
tackles,4.0
interceptions,0.0
blocks,2.0
tackles_won,3.0
dribble_tackles,2.0
dribbles_vs,2.0
pressures,64.0
pressure_regains,20.0
clearances,2.0
errors,0.0
aerials_won,1.0
aerials_lost,1.0
ball_recoveries,22.0
pens_conceded,0.0
fouls,3.0
cards_yellow_red,0.0
