position,RW
minutes,177.0
passes_completed,43.0
passes,65.0
dribbles_completed,3.0
dribbles,4.0
passes_completed_short,21.0
passes_short,28.0
passes_completed_medium,19.0
passes_medium,25.0
passes_completed_long,2.0
passes_long,6.0
passes_total_distance,660.0
passes_free_kicks,0.0
through_balls,1.0
passes_pressure,18.0
passes_switches,2.0
crosses,1.0
corner_kicks,4.0
passes_intercepted,3.0
passes_blocked,2.0
dispossessed,6.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,1.0
shots_on_target,0.0
sca,4.0
gca,0.0
xg,0.0
crosses_into_penalty_area,0.0
passes_into_final_third,1.0
passes_into_penalty_area,0.0
progressive_passes,4.0
carry_progressive_distance,209.0
assisted_shots,2.0
fouled,5.0
pens_won,0.0
tackles,6.0
interceptions,0.0
blocks,1.0
tackles_won,5.0
dribble_tackles,5.0
dribbles_vs,7.0
pressures,41.0
pressure_regains,15.0
clearances,0.0
errors,0.0
aerials_won,2.0
aerials_lost,4.0
ball_recoveries,19.0
pens_conceded,0.0
fouls,1.0
cards_yellow_red,0.0
