position,DM
minutes,1518.0
passes_completed,741.0
passes,953.0
dribbles_completed,26.0
dribbles,37.0
passes_completed_short,263.0
passes_short,299.0
passes_completed_medium,345.0
passes_medium,423.0
passes_completed_long,117.0
passes_long,197.0
passes_total_distance,14729.0
passes_free_kicks,16.0
through_balls,3.0
passes_pressure,189.0
passes_switches,27.0
crosses,13.0
corner_kicks,2.0
passes_intercepted,33.0
passes_blocked,17.0
dispossessed,19.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,16.0
shots_on_target,3.0
sca,41.0
gca,3.0
xg,0.9999999999999999
crosses_into_penalty_area,1.0
passes_into_final_third,86.0
passes_into_penalty_area,10.0
progressive_passes,101.0
carry_progressive_distance,2405.0
assisted_shots,17.0
fouled,14.0
pens_won,1.0
tackles,55.0
interceptions,18.0
blocks,30.0
tackles_won,43.0
dribble_tackles,17.0
dribbles_vs,50.0
pressures,375.0
pressure_regains,121.0
clearances,52.0
errors,2.0
aerials_won,23.0
aerials_lost,16.0
ball_recoveries,215.0
pens_conceded,0.0
fouls,32.0
cards_yellow_red,0.0
