position,AM
minutes,74
passes_completed,19
passes,23
dribbles_completed,2
dribbles,5
passes_completed_short,11
passes_short,13
passes_completed_medium,7
passes_medium,8
passes_completed_long,1
passes_long,1
passes_total_distance,270
passes_free_kicks,0
through_balls,0
passes_pressure,2
passes_switches,0
crosses,1
corner_kicks,0
passes_intercepted,0
passes_blocked,1
dispossessed,1
goals,0
assists,0
pens_made,0
pens_att,0
shots_total,0
shots_on_target,0
sca,3
gca,0
xg,0.0
crosses_into_penalty_area,1
passes_into_final_third,2
passes_into_penalty_area,1
progressive_passes,1
carry_progressive_distance,64
assisted_shots,2
fouled,0
pens_won,0
tackles,2
interceptions,0
blocks,0
tackles_won,1
dribble_tackles,0
dribbles_vs,2
pressures,24
pressure_regains,9
clearances,0
errors,0
aerials_won,1
aerials_lost,1
ball_recoveries,7
pens_conceded,0
fouls,1
cards_yellow_red,0
