position,CM
minutes,608.0
passes_completed,225.0
passes,279.0
dribbles_completed,4.0
dribbles,8.0
passes_completed_short,97.0
passes_short,119.0
passes_completed_medium,87.0
passes_medium,100.0
passes_completed_long,30.0
passes_long,45.0
passes_total_distance,4059.0
passes_free_kicks,13.0
through_balls,1.0
passes_pressure,48.0
passes_switches,7.0
crosses,2.0
corner_kicks,12.0
passes_intercepted,3.0
passes_blocked,5.0
dispossessed,5.0
goals,0.0
assists,3.0
pens_made,0.0
pens_att,0.0
shots_total,8.0
shots_on_target,2.0
sca,17.0
gca,3.0
xg,0.2
crosses_into_penalty_area,0.0
passes_into_final_third,15.0
passes_into_penalty_area,4.0
progressive_passes,12.0
carry_progressive_distance,573.0
assisted_shots,11.0
fouled,4.0
pens_won,0.0
tackles,21.0
interceptions,13.0
blocks,8.0
tackles_won,11.0
dribble_tackles,2.0
dribbles_vs,5.0
pressures,163.0
pressure_regains,34.0
clearances,16.0
errors,0.0
aerials_won,8.0
aerials_lost,8.0
ball_recoveries,66.0
pens_conceded,0.0
fouls,15.0
cards_yellow_red,0.0
