position,DM
minutes,1841.0
passes_completed,874.0
passes,1040.0
dribbles_completed,13.0
dribbles,16.0
passes_completed_short,380.0
passes_short,431.0
passes_completed_medium,382.0
passes_medium,438.0
passes_completed_long,96.0
passes_long,142.0
passes_total_distance,16073.0
passes_free_kicks,30.0
through_balls,1.0
passes_pressure,184.0
passes_switches,30.0
crosses,8.0
corner_kicks,5.0
passes_intercepted,22.0
passes_blocked,13.0
dispossessed,14.0
goals,0.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,2.0
shots_on_target,0.0
sca,17.0
gca,1.0
xg,0.1
crosses_into_penalty_area,0.0
passes_into_final_third,70.0
passes_into_penalty_area,4.0
progressive_passes,87.0
carry_progressive_distance,1451.0
assisted_shots,7.0
fouled,27.0
pens_won,0.0
tackles,56.0
interceptions,18.0
blocks,36.0
tackles_won,43.0
dribble_tackles,20.0
dribbles_vs,68.0
pressures,571.0
pressure_regains,149.0
clearances,65.0
errors,1.0
aerials_won,37.0
aerials_lost,35.0
ball_recoveries,251.0
pens_conceded,0.0
fouls,32.0
cards_yellow_red,0.0
