position,DM
minutes,536.0
passes_completed,357.0
passes,413.0
dribbles_completed,6.0
dribbles,12.0
passes_completed_short,172.0
passes_short,188.0
passes_completed_medium,149.0
passes_medium,163.0
passes_completed_long,35.0
passes_long,52.0
passes_total_distance,6250.0
passes_free_kicks,5.0
through_balls,2.0
passes_pressure,93.0
passes_switches,5.0
crosses,1.0
corner_kicks,1.0
passes_intercepted,6.0
passes_blocked,3.0
dispossessed,6.0
goals,0.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,2.0
shots_on_target,0.0
sca,8.0
gca,2.0
xg,0.0
crosses_into_penalty_area,0.0
passes_into_final_third,28.0
passes_into_penalty_area,3.0
progressive_passes,38.0
carry_progressive_distance,678.0
assisted_shots,4.0
fouled,3.0
pens_won,0.0
tackles,11.0
interceptions,5.0
blocks,12.0
tackles_won,7.0
dribble_tackles,2.0
dribbles_vs,25.0
pressures,164.0
pressure_regains,48.0
clearances,7.0
errors,0.0
aerials_won,8.0
aerials_lost,7.0
ball_recoveries,79.0
pens_conceded,0.0
fouls,10.0
cards_yellow_red,0.0
