position,LM
minutes,251.0
passes_completed,80.0
passes,100.0
dribbles_completed,11.0
dribbles,15.0
passes_completed_short,44.0
passes_short,52.0
passes_completed_medium,30.0
passes_medium,36.0
passes_completed_long,5.0
passes_long,10.0
passes_total_distance,1228.0
passes_free_kicks,1.0
through_balls,1.0
passes_pressure,19.0
passes_switches,3.0
crosses,6.0
corner_kicks,1.0
passes_intercepted,1.0
passes_blocked,5.0
dispossessed,10.0
goals,0.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,4.0
shots_on_target,1.0
sca,6.0
gca,2.0
xg,0.1
crosses_into_penalty_area,2.0
passes_into_final_third,5.0
passes_into_penalty_area,6.0
progressive_passes,9.0
carry_progressive_distance,586.0
assisted_shots,3.0
fouled,4.0
pens_won,0.0
tackles,6.0
interceptions,1.0
blocks,4.0
tackles_won,3.0
dribble_tackles,1.0
dribbles_vs,4.0
pressures,51.0
pressure_regains,12.0
clearances,1.0
errors,0.0
aerials_won,4.0
aerials_lost,3.0
ball_recoveries,22.0
pens_conceded,0.0
fouls,6.0
cards_yellow_red,0.0
