position,AM
minutes,195.0
passes_completed,36.0
passes,51.0
dribbles_completed,2.0
dribbles,5.0
passes_completed_short,23.0
passes_short,27.0
passes_completed_medium,8.0
passes_medium,13.0
passes_completed_long,3.0
passes_long,7.0
passes_total_distance,480.0
passes_free_kicks,0.0
through_balls,0.0
passes_pressure,6.0
passes_switches,4.0
crosses,7.0
corner_kicks,0.0
passes_intercepted,1.0
passes_blocked,3.0
dispossessed,6.0
goals,1.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,1.0
shots_on_target,1.0
sca,4.0
gca,1.0
xg,0.4
crosses_into_penalty_area,0.0
passes_into_final_third,3.0
passes_into_penalty_area,1.0
progressive_passes,2.0
carry_progressive_distance,308.0
assisted_shots,3.0
fouled,1.0
pens_won,0.0
tackles,7.0
interceptions,1.0
blocks,2.0
tackles_won,5.0
dribble_tackles,1.0
dribbles_vs,4.0
pressures,32.0
pressure_regains,8.0
clearances,0.0
errors,0.0
aerials_won,0.0
aerials_lost,0.0
ball_recoveries,15.0
pens_conceded,0.0
fouls,1.0
cards_yellow_red,0.0
