position,LW
minutes,568.0
passes_completed,143.0
passes,209.0
dribbles_completed,3.0
dribbles,11.0
passes_completed_short,88.0
passes_short,103.0
passes_completed_medium,38.0
passes_medium,59.0
passes_completed_long,14.0
passes_long,38.0
passes_total_distance,2123.0
passes_free_kicks,5.0
through_balls,0.0
passes_pressure,63.0
passes_switches,7.0
crosses,16.0
corner_kicks,5.0
passes_intercepted,3.0
passes_blocked,7.0
dispossessed,12.0
goals,3.0
assists,0.0
pens_made,1.0
pens_att,1.0
shots_total,15.0
shots_on_target,5.0
sca,12.0
gca,2.0
xg,2.2
crosses_into_penalty_area,5.0
passes_into_final_third,13.0
passes_into_penalty_area,8.0
progressive_passes,15.0
carry_progressive_distance,568.0
assisted_shots,4.0
fouled,10.0
pens_won,0.0
tackles,8.0
interceptions,6.0
blocks,15.0
tackles_won,5.0
dribble_tackles,1.0
dribbles_vs,4.0
pressures,92.0
pressure_regains,26.0
clearances,1.0
errors,0.0
aerials_won,3.0
aerials_lost,7.0
ball_recoveries,42.0
pens_conceded,0.0
fouls,9.0
cards_yellow_red,0.0
