position,LB
minutes,2659.0
passes_completed,957.0
passes,1516.0
dribbles_completed,26.0
dribbles,59.0
passes_completed_short,441.0
passes_short,534.0
passes_completed_medium,344.0
passes_medium,518.0
passes_completed_long,153.0
passes_long,396.0
passes_total_distance,18210.0
passes_free_kicks,58.0
through_balls,0.0
passes_pressure,220.0
passes_switches,78.0
crosses,150.0
corner_kicks,75.0
passes_intercepted,47.0
passes_blocked,67.0
dispossessed,38.0
goals,2.0
assists,3.0
pens_made,0.0
pens_att,0.0
shots_total,36.0
shots_on_target,10.0
sca,93.0
gca,3.0
xg,1.8000000000000003
crosses_into_penalty_area,27.0
passes_into_final_third,104.0
passes_into_penalty_area,48.0
progressive_passes,120.0
carry_progressive_distance,3498.0
assisted_shots,55.0
fouled,24.0
pens_won,0.0
tackles,65.0
interceptions,40.0
blocks,61.0
tackles_won,36.0
dribble_tackles,26.0
dribbles_vs,76.0
pressures,340.0
pressure_regains,97.0
clearances,47.0
errors,1.0
aerials_won,14.0
aerials_lost,20.0
ball_recoveries,305.0
pens_conceded,0.0
fouls,30.0
cards_yellow_red,0.0
