position,WB
minutes,331.0
passes_completed,100.0
passes,137.0
dribbles_completed,7.0
dribbles,10.0
passes_completed_short,50.0
passes_short,56.0
passes_completed_medium,39.0
passes_medium,47.0
passes_completed_long,6.0
passes_long,20.0
passes_total_distance,1589.0
passes_free_kicks,4.0
through_balls,0.0
passes_pressure,10.0
passes_switches,3.0
crosses,8.0
corner_kicks,1.0
passes_intercepted,4.0
passes_blocked,9.0
dispossessed,3.0
goals,1.0
assists,1.0
pens_made,0.0
pens_att,0.0
shots_total,3.0
shots_on_target,1.0
sca,12.0
gca,2.0
xg,0.1
crosses_into_penalty_area,2.0
passes_into_final_third,1.0
passes_into_penalty_area,3.0
progressive_passes,10.0
carry_progressive_distance,572.0
assisted_shots,5.0
fouled,5.0
pens_won,0.0
tackles,6.0
interceptions,2.0
blocks,9.0
tackles_won,4.0
dribble_tackles,1.0
dribbles_vs,4.0
pressures,76.0
pressure_regains,18.0
clearances,3.0
errors,0.0
aerials_won,2.0
aerials_lost,0.0
ball_recoveries,19.0
pens_conceded,0.0
fouls,2.0
cards_yellow_red,0.0
