position,AM
minutes,987.0
passes_completed,436.0
passes,559.0
dribbles_completed,28.0
dribbles,42.0
passes_completed_short,187.0
passes_short,210.0
passes_completed_medium,177.0
passes_medium,219.0
passes_completed_long,65.0
passes_long,116.0
passes_total_distance,8229.0
passes_free_kicks,19.0
through_balls,3.0
passes_pressure,108.0
passes_switches,29.0
crosses,50.0
corner_kicks,32.0
passes_intercepted,14.0
passes_blocked,14.0
dispossessed,23.0
goals,1.0
assists,4.0
pens_made,0.0
pens_att,0.0
shots_total,23.0
shots_on_target,9.0
sca,47.0
gca,8.0
xg,2.9000000000000004
crosses_into_penalty_area,5.0
passes_into_final_third,52.0
passes_into_penalty_area,15.0
progressive_passes,58.0
carry_progressive_distance,2224.0
assisted_shots,25.0
fouled,16.0
pens_won,1.0
tackles,12.0
interceptions,7.0
blocks,12.0
tackles_won,7.0
dribble_tackles,3.0
dribbles_vs,18.0
pressures,251.0
pressure_regains,58.0
clearances,5.0
errors,0.0
aerials_won,2.0
aerials_lost,1.0
ball_recoveries,63.0
pens_conceded,0.0
fouls,3.0
cards_yellow_red,0.0
