position,FW
minutes,2586.0
passes_completed,1007.0
passes,1316.0
dribbles_completed,17.0
dribbles,34.0
passes_completed_short,526.0
passes_short,620.0
passes_completed_medium,370.0
passes_medium,466.0
passes_completed_long,76.0
passes_long,145.0
passes_total_distance,15735.0
passes_free_kicks,7.0
through_balls,1.0
passes_pressure,294.0
passes_switches,19.0
crosses,51.0
corner_kicks,2.0
passes_intercepted,53.0
passes_blocked,42.0
dispossessed,33.0
goals,5.0
assists,3.0
pens_made,0.0
pens_att,0.0
shots_total,60.0
shots_on_target,16.0
sca,77.0
gca,8.0
xg,4.6000000000000005
crosses_into_penalty_area,8.0
passes_into_final_third,73.0
passes_into_penalty_area,22.0
progressive_passes,112.0
carry_progressive_distance,3178.0
assisted_shots,33.0
fouled,33.0
pens_won,1.0
tackles,65.0
interceptions,32.0
blocks,60.0
tackles_won,44.0
dribble_tackles,24.0
dribbles_vs,84.0
pressures,648.0
pressure_regains,163.0
clearances,9.0
errors,0.0
aerials_won,4.0
aerials_lost,9.0
ball_recoveries,253.0
pens_conceded,0.0
fouls,28.0
cards_yellow_red,0.0
