position,LB
minutes,352.0
passes_completed,126.0
passes,175.0
dribbles_completed,3.0
dribbles,7.0
passes_completed_short,57.0
passes_short,61.0
passes_completed_medium,55.0
passes_medium,73.0
passes_completed_long,12.0
passes_long,34.0
passes_total_distance,2160.0
passes_free_kicks,0.0
through_balls,0.0
passes_pressure,24.0
passes_switches,2.0
crosses,9.0
corner_kicks,0.0
passes_intercepted,2.0
passes_blocked,6.0
dispossessed,1.0
goals,0.0
assists,0.0
pens_made,0.0
pens_att,0.0
shots_total,2.0
shots_on_target,0.0
sca,2.0
gca,0.0
xg,0.1
crosses_into_penalty_area,0.0
passes_into_final_third,8.0
passes_into_penalty_area,1.0
progressive_passes,9.0
carry_progressive_distance,503.0
assisted_shots,0.0
fouled,1.0
pens_won,0.0
tackles,13.0
interceptions,6.0
blocks,8.0
tackles_won,5.0
dribble_tackles,8.0
dribbles_vs,20.0
pressures,60.0
pressure_regains,20.0
clearances,9.0
errors,0.0
aerials_won,0.0
aerials_lost,0.0
ball_recoveries,34.0
pens_conceded,0.0
fouls,8.0
cards_yellow_red,0.0
